timestamp,elapsed_sec,pleasure,arousal,dominance,trust,cortisol,dopamine,fatigue,inferred_valence,inferred_arousal,snr,wing,tags,emotion
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,,TBP
